"28","A Different God? Mitt Romney the Religious Right and the Mormon","<b>A Different God?<br>Mitt Romney the Religious Right and the Mormon Question</b><br><br>by Craig L. Foster<br><br>Might, Right, and Mitt.<br><br>     In the contested terrain of American politics, nowhere is the conflict more intense, even brutal, than in the territory of public life also claimed by religion. Mitt Romney’s 2007–08 presidential campaign is a textbook example.<br><br>     Religious historian (and ardent Republican) Craig L. Foster revisits that campaign with an astute focus on the never-quite-contained hostility that Romney triggered among America’s religious right. Although no political campaign is known for its sweetness and light, the back-stabbing, mean-spirited attacks, eruptions of irrationalism, and downright lies exploded into one chapters of recent American political history.<br><br>     Foster readjusts rosy views of America as the tolerant, pluralistic society against the context of its lengthy, colorful, and bruising history of religious discrimination and oppression against many religious groups, among them Mormonism. Mormons are now respected and admired--although the image hasn’t tilted enough to work for Romney instead of against him. Their turbulent past of suspicion, marginalization, physical violence, and being deprived of voting rights has sometimes made them, in turn, suspicious, hostile, and politically naive. How much of this pattern of mutual name-calling stems from theology and how much from theocratic ideals?<br><br>     Foster appraises Romney’s success and strengths—and also places where he stumbled, analyzing an intriguing pattern of “what-ifs?” of policy, personality, and positioning. But perhaps even more intriguing is the anti-Romney campaign launched by a divided and fragmenting religious right who pulled together in a rare show of unity to chill a Mormon’s presidential aspirations. What does Romney’s campaign and the resistance of the religious right mean for America in the twenty-first century?<br><br>     In this meticulously researched, comprehensively documented, and passionately argued analysis of a still-ongoing campaign, Craig Foster poses questions that go beyond both Romney and the religious right to engage the soul of American politics.<br><br>Paperback, ISBN: 978-1-58958-117-3<br>Hardcover, ISBN: 978-1-58958-118-0, $70.00","A Different God.jpg","24.9500","1","Hardcover","45.0500","Contemporary Issues","Foster, Craig L."
"28","A Different God? Mitt Romney the Religious Right and the Mormon","<b>A Different God?<br>Mitt Romney the Religious Right and the Mormon Question</b><br><br>by Craig L. Foster<br><br>Might, Right, and Mitt.<br><br>     In the contested terrain of American politics, nowhere is the conflict more intense, even brutal, than in the territory of public life also claimed by religion. Mitt Romney’s 2007–08 presidential campaign is a textbook example.<br><br>     Religious historian (and ardent Republican) Craig L. Foster revisits that campaign with an astute focus on the never-quite-contained hostility that Romney triggered among America’s religious right. Although no political campaign is known for its sweetness and light, the back-stabbing, mean-spirited attacks, eruptions of irrationalism, and downright lies exploded into one chapters of recent American political history.<br><br>     Foster readjusts rosy views of America as the tolerant, pluralistic society against the context of its lengthy, colorful, and bruising history of religious discrimination and oppression against many religious groups, among them Mormonism. Mormons are now respected and admired--although the image hasn’t tilted enough to work for Romney instead of against him. Their turbulent past of suspicion, marginalization, physical violence, and being deprived of voting rights has sometimes made them, in turn, suspicious, hostile, and politically naive. How much of this pattern of mutual name-calling stems from theology and how much from theocratic ideals?<br><br>     Foster appraises Romney’s success and strengths—and also places where he stumbled, analyzing an intriguing pattern of “what-ifs?” of policy, personality, and positioning. But perhaps even more intriguing is the anti-Romney campaign launched by a divided and fragmenting religious right who pulled together in a rare show of unity to chill a Mormon’s presidential aspirations. What does Romney’s campaign and the resistance of the religious right mean for America in the twenty-first century?<br><br>     In this meticulously researched, comprehensively documented, and passionately argued analysis of a still-ongoing campaign, Craig Foster poses questions that go beyond both Romney and the religious right to engage the soul of American politics.<br><br>Paperback, ISBN: 978-1-58958-117-3<br>Hardcover, ISBN: 978-1-58958-118-0, $70.00","A Different God.jpg","24.9500","2","Paperback","0.0000","Contemporary Issues","Foster, Craig L."
"29","Mormon Thunder: A Documentary History of Jedediah Morgan Grant","<b>Mormon Thunder:<br>A Documentary History of Jedediah Morgan Grant</b><br><br>by Gene A. Sessions<br><br>Jedediah Morgan Grant was a man who knew no compromise when it came to principles—and his principles were clearly representative, argues Gene A. Sessions, of Mormonism’s first generation. His life is a glimpse of a Mormon world whose disappearance coincided with the death of this “pious yet rambunctiously radical preacher, flogging away at his people, demanding otherworldliness and constant sacrifice.” It was “an eschatological, pre-millennial world in which every individual teetered between salvation and damnation and in which unsanitary privies and appropriating a stray cow held the same potential for eternal doom as blasphemy and adultery.”<br><br>Updated and newly illustrated with more photographs, this second edition of the award-winning documentary history (first published in 1982) chronicles Grant’s ubiquitous role in the Mormon history of the 1840s and ’50s. In addition to serving as counselor to Brigham Young during two tumultuous and influential years at the end of his life, he also portentously befriended Thomas L. Kane, worked to temper his unruly brother-in-law William Smith, captained a company of emigrants into the Salt Lake Valley in 1847, and journeyed to the East on several missions to bolster the position of the Mormons during the crises surrounding the runaway judges affair and the public revelation of polygamy.<br><br>Jedediah Morgan Grant’s voice rises powerfully in these pages, startling in its urgency in summoning his people to sacrifice and moving in its tenderness as he communicated to his family. From hastily scribbled letters to extemporaneous sermons exhorting obedience, and the notations of still stunned listeners, the sound of “Mormon Thunder” rolls again in “a boisterous amplification of what Mormonism really was, and would never be again.”<br><br>About the author:<br>Gene A. Sessions was born in Ogden, Utah, and received his Ph.D. degree from Florida State University in 1974. He is the author and editor of numerous other works, including <i>Latter-day Patriots: Nine Mormon Families and Their Revolutionary War Heritage</i> (1975), <i>Prophesying upon the Bones: J. Reuben Clark and the Foreign Debt Crisis, 1933–39 </i>(1992), <i>The Search for Harmony: Essays on Science and Mormonism</i> (co-edited with Craig J. Oberg, 1993), and <i>Mormon Democrat: The Religious and Political Memoirs of James Henry Moyle</i> (1975, 1998), for which he received the Mormon History Association’s annual award for best edited work. Professor Sessions is Presidential Distinguished Professor of History at Weber State University in Ogden and is currently serving as chair of the History Department. He has also been a consultant on documentaries and committees exploring the Utah War and the Mountain Meadows Massacre. He and his wife, Shantal Hiatt Sessions, have four children and seven grandchildren.<br><br>Paperback, 470 pages, ISBN: 978-1-58958-111-1<br>Hardcover, ISBN: 978-1-58958-112-8, $70.00","Jedediah Grant med for web.jpg","25.9500","1","Hardcover","44.0500","History","Sessions, Gene A."
"29","Mormon Thunder: A Documentary History of Jedediah Morgan Grant","<b>Mormon Thunder:<br>A Documentary History of Jedediah Morgan Grant</b><br><br>by Gene A. Sessions<br><br>Jedediah Morgan Grant was a man who knew no compromise when it came to principles—and his principles were clearly representative, argues Gene A. Sessions, of Mormonism’s first generation. His life is a glimpse of a Mormon world whose disappearance coincided with the death of this “pious yet rambunctiously radical preacher, flogging away at his people, demanding otherworldliness and constant sacrifice.” It was “an eschatological, pre-millennial world in which every individual teetered between salvation and damnation and in which unsanitary privies and appropriating a stray cow held the same potential for eternal doom as blasphemy and adultery.”<br><br>Updated and newly illustrated with more photographs, this second edition of the award-winning documentary history (first published in 1982) chronicles Grant’s ubiquitous role in the Mormon history of the 1840s and ’50s. In addition to serving as counselor to Brigham Young during two tumultuous and influential years at the end of his life, he also portentously befriended Thomas L. Kane, worked to temper his unruly brother-in-law William Smith, captained a company of emigrants into the Salt Lake Valley in 1847, and journeyed to the East on several missions to bolster the position of the Mormons during the crises surrounding the runaway judges affair and the public revelation of polygamy.<br><br>Jedediah Morgan Grant’s voice rises powerfully in these pages, startling in its urgency in summoning his people to sacrifice and moving in its tenderness as he communicated to his family. From hastily scribbled letters to extemporaneous sermons exhorting obedience, and the notations of still stunned listeners, the sound of “Mormon Thunder” rolls again in “a boisterous amplification of what Mormonism really was, and would never be again.”<br><br>About the author:<br>Gene A. Sessions was born in Ogden, Utah, and received his Ph.D. degree from Florida State University in 1974. He is the author and editor of numerous other works, including <i>Latter-day Patriots: Nine Mormon Families and Their Revolutionary War Heritage</i> (1975), <i>Prophesying upon the Bones: J. Reuben Clark and the Foreign Debt Crisis, 1933–39 </i>(1992), <i>The Search for Harmony: Essays on Science and Mormonism</i> (co-edited with Craig J. Oberg, 1993), and <i>Mormon Democrat: The Religious and Political Memoirs of James Henry Moyle</i> (1975, 1998), for which he received the Mormon History Association’s annual award for best edited work. Professor Sessions is Presidential Distinguished Professor of History at Weber State University in Ogden and is currently serving as chair of the History Department. He has also been a consultant on documentaries and committees exploring the Utah War and the Mountain Meadows Massacre. He and his wife, Shantal Hiatt Sessions, have four children and seven grandchildren.<br><br>Paperback, 470 pages, ISBN: 978-1-58958-111-1<br>Hardcover, ISBN: 978-1-58958-112-8, $70.00","Jedediah Grant med for web.jpg","25.9500","2","Paperback","0.0000","History","Sessions, Gene A."
"32","Hearken, O Ye People: The Historical Setting of Joseph Smith’s O","<b>Hearken, O Ye People:<br>The Historical Setting of Joseph Smith’s Ohio Revelations</b><br><br>by Mark Lyman Staker<br><br>More of Mormonism’s canonized revelations originated in or near Kirtland than any other place. Yet many of the events connected with those revelations and their 1830s historical context have faded over time.Barely twenty-five years after the first of these Ohio revelations, Brigham Young lamented in 1856: “These revelations, after a lapse of years, become mystified [sic] to those who were not personally acquainted with the circumstances at the time they were given.” He gloomily predicted that eventually the revelations “may be as mysterious to our children . . . as the revelations contained in the Old and New Testaments are to this generation.” Now, more than 150 years later, the distance between what Brigham Young and his Kirtland contemporaries considered common knowledge and our understanding of the same material today has widened into a sometimes daunting gap.<br><br>Mark Staker narrows the chasm in <i>Hearken, O Ye People</i> by reconstructing the cultural experiences by which Kirtland’s Latter-day Saints made sense of the revelations Joseph Smith pronounced. This volume rebuilds that exciting decade using clues from numerous archives, privately held records, museum collections, and even the soil where early members planted corn and homes. From this vast array of sources he shapes a detailed narrative of weather, religious backgrounds, dialect differences, race relations, theological discussions, food preparation, frontier violence, astronomical phenomena, and myriad daily customs of nineteenth-century life. The result is a “from the ground up” experience that today’s Latter-day Saints can all but walk into and touch.<br><br><br><i>“I am not aware of a more deeply researched and richly contextualized study of any period of Mormon church history than Mark Staker's study of Mormons in Ohio. We learn about everything from the details of Alexander Campbell's views on priesthood authority to the road conditions and weather on the four Lamanite missionaries' journey from New York to Ohio. All the Ohio revelations and even the First Vision are made to pulse with new meaning. This book sets a new standard of in-depth research in Latter-day Saint history.”</i><br>-Richard Bushman, Claremont Graduate University, author of <i>Joseph Smith: Rough Stone Rolling</i><br><br><br>About the author:<br>Mark Lyman Staker (Ph.D., Cultural anthropology, University of Florida) began work as curator of the Museum of Church History and Art in Salt Lake City in 1993. For more than twelve years Mark has been involved in historic sites restoration and nineteenth-century expressions of the Latter-day Saint experience. He received the J. Talmage Jones Award of Excellence for an Outstanding Article on Mormon History from the Mormon History Association and has been involved in numerous museum exhibits. He and his wife, Kimberly L. Staker, are the parents of seven children and live in West Bountiful, Utah.<br><br>Hardcover, ISBN: 978-1-58958-113-5","Hearken_mockup.jpg","36.9500",NULL,NULL,NULL,"History","Staker, Mark Lyman"
"33","Fire and Sword: A History of the  Latter-day Saints in Northern","<b>Fire and Sword:A History of the  Latter-day Saints in Northern Missouri, 1836-39</b><br><br>By Leland Homer Gentry and Todd M. Compton<br><br>Many Mormon dreams flourished in Missouri. So did many Mormon nightmares.<br><br>	The Missouri period--especially from the summer of 1838 when Joseph took over vigorous, personal direction of this new Zion until the spring of 1839 when he escaped after five months of imprisonment--represents a moment of intense crisis in Mormon history. Representing the greatest extremes of devotion and violence, commitment and intolerance, physical suffering and terror--mobbings, battles, massacres, and political “knockdowns”--it shadowed the Mormon psyche for a century.<br><br>	Leland Gentry was the first to step beyond this disturbing period as a one-sided symbol of religious persecution and move toward understanding it with careful documentation and evenhanded analysis. In Fire and Sword, Todd Compton collaborates with Gentry to update this foundational work with four decades of new scholarship, more insightful critical theory, and the wealth of resources that have become electronically available in the last few years.<br><br>	Compton gives full credit to Leland Gentry's extraordinary achievement, particularly in documenting the existence of Danites and in attempting to tell the Missourians’ side of the story; but he also goes far beyond it, gracefully drawing into the dialogue signal interpretations written since Gentry and introducing the raw urgency of personal writings, eyewitness journalists, and bemused politicians seesawing between human compassion and partisan harshness. In the lush Missouri landscape of the Mormon imagination where Adam and Eve had walked out of the garden and where Adam would return to preside over his posterity, the towering religious creativity of Joseph Smith and clash of religious stereotypes created a swift and traumatic frontier drama that changed the Church.<br><br>Hardcover, ISBN: 978-1-58958-120-3",NULL,"0.0000",NULL,NULL,NULL,"History","Gentry, Leland Homer and Compton"
"34","From Tiki to Temple:  The Story of the New Zealand Mission of th","<b>From Tiki to Temple: <br>The Story of the New Zealand Mission of the Church of Jesus Christ of Latter day Saints, 1854 1958</b><br><br>by Marjorie Newton<br><br>	The legendary faith of the Maori . . . The legendary native prophets who predicted the coming of white missionaries whose preaching resulted in the conversions of whole villages . . . The legendary miracles of Matthew Cowley . . .<br><br>     These well known stories of Mormonism in New Zealand are only a fraction of the miracles of faith and perseverance that actually happened. In From Tiki to Temple, Marjorie Newton of Sidney, Australia, twice winner of the Reese Award for her scholarly research, presents a nuanced and richly contextualized history of what may be Mormonism's most amazing mission story in the nineteenth century. Beginning tentatively in 1854 with the arrival of the first elders, Mormonism flourished until, a century later in 1958 the New Zealand Temple was dedicated, the country's first stake was organized, and the New Zealand Mission was divided.<br><br>	This story celebrates the faith, courage, and dedication of the North American missionaries, and the corresponding faith, courage, and dedication of their converts, whether Maori or Pakeha, many of whose stories are told here for the first time. Among them are Charles Wesley Wandell, who served his first mission south of the equator for the Latter-day Saints and his second for the Reorganized Church of Jesus Christ of Latter Day Saints. In 1886, nine-year-old Pirika Whaanga became the first Maori to emigrate to Utah. Mary Ann Denham Burnett, resistant when her husband joined the Church in England, agreed to emigrate with him anywhere in the world as long as it had no Mormons. New Zealand in 1858 seemed far enough away. Apostle David O. McKay overcame laryngitis in 1921 to preach to hundreds of Saints gathered for a five-day hui tau.<br><br>	This heart-warming and scholarly account of an amazingly successful encounter between a traditional culture and Utah missionaries is a between-the-lines reading of on-going negotiations between cultures, classes, languages, and faith--all of them united by love.<br><br>Hardcover, ISBN: 978-1-58958-121-0",NULL,"0.0000",NULL,NULL,NULL,"History","Newton, Marjorie"
"35","""SWELL SUFFERING"" A Biography of Maurine Whipple","<b>""SWELL SUFFERING""<br>A Biography of Maurine Whipple</b><br><br>by Veda Tebbs Hale<br><br>	Maurine Whipple, author of what some critics consider Mormonism greatest novel, <i>The Giant Joshua</i>, is an enigma. Her prize-winning novel has never been out of print, and its portrayal of the founding of St. George draws on her own family history to produce its unforgettable and candid portrait of plural marriage's challenges along with its winsome, gallant, and sparkling heroine Clory McIntyre.<br><br>	Yet Maurine's life is full of contradictions and unanswered questions. Why did she never finish her projected trilogy after writing what she considered to be its first volume? Why, when she considered herself an outcast from St. George society, did she never leave it for longer than a few months? What happened to her dreams of romantic love, marriage, and a family? Given the on-going popularity of <i>The Giant Joshua</i> and at least three attempts to put the story on the screen, why has a movie never been made? For extended periods of her life, she was paralyzed by personal suffering, yet did her greatest creative achievement emerge from that pain?<br><br>	Veda Tebbs Hale, a personal friend of the paradoxical novelist, answers these questions with sympathy and tact, nailing each insight down with thorough research in Whipple's vast but under-utilized collected papers. By her mastery of Whipple's letters, diaries, exhaustive oral histories, and draft after draft of unrealized dreams, Veda Hale bring a novelist's life into focus. Exasperating, dazzlingly creative, courageous, brave, frequently misguided, Maurine Whipple emerges in this biography as an unforgettable character in her own right. <br><br>Hardcover, ISBN: 978-1-58958-122-7",NULL,"0.0000",NULL,NULL,NULL,"Biography","Hale, Veda Tebbs"
"36","Millions Shall Know Brother Joseph Again: Perceptions and Perspe","<b>Millions Shall Know Brother Joseph Again:<br>Perceptions and Perspectives</b><br><br>by Davis Bitton<br><br>	Davis Bitton's life was cut short before he could finish revisions on this collection of insightful essays about Joseph Smith, a prophet whom he also considers a hero in both classical terms and in the context of nineteenth-century America. Millions Shall Know Brother Joseph Again explores images of Joseph Smith from a variety of perspectives--not only the devotion of believers but the hostility and skepticism of opponents. Joseph emerges from the folk memories as well as scholarly analyses. One things both ends of the spectrum agreed on was that Joseph was a towering figure, larger than life.<br><br>	Receiving special attention is the aftermath of Joseph's sudden and shocking assassination. Justifications for murder, struggles with overwhelming grief, and the search for prose and poetic images to capture the desolating loss produce a seldom-explored body of formal and informal works close to the event itself.<br><br>	Written in the graceful and eloquent style that is a hallmark of Davis Bitton's prose, these eleven essays capture not only the scholarly insights of one of Mormonism's most seasoned scholars but also the warmth of personal feelings and convictions about Mormonism's founding prophet. This book represents the capstone of a distinguished professional career.<br><br>Paperback, ISBN: 978-1-58958-123-4",NULL,"0.0000",NULL,NULL,NULL,"History","Bitton, Davis"
"38","Who Are the Children of Lehi? DNA and the Book of Mormon","<b>Who Are the Children of Lehi?<br>DNA and the Book of Mormon</b><br><br>by D. Jeffrey Meldrum and Trent D. Stephens<br><br>How does the Book of Mormon, keystone of the LDS faith, stand up to data about DNA sequencing that puts the ancestors of modern Native Americans in northeast Asia instead of Palestine?<br><br>In Who Are the Children of Lehi? Meldrum and Stephens examine the merits and the fallacies of DNA-based interpretations that challenge the Book of Mormon’s historicity. They provide clear guides to the science, summarize the studies, illuminate technical points with easy-to-grasp examples, and spell out the data’s implications.<br><br>The results? There is no straight-line conclusion between DNA evidence and “Lamanites.” The Book of Mormon’s validity lies beyond the purview of scientific empiricism—as it always has. And finally, inspiringly, they affirm Lehi’s kinship as one of covenant, not genes.<br><br>About the authors:<br>-D. Jeffrey Meldrum, Ph.D., is an associate professor of anatomy and anthropology at Idaho State University and an affiliate curator of vertebrate paleontology at the Idaho Museum of Natural History. His degrees are from Brigham Young University and the State University of New York at Stony Brook with postdoctoral experience at Duke University. Before coming to ISU in 1994, he was an assistant professor in the Evolutionary Morphology Group at Northwestern University Medical School and a repeat invited speaker at the Chicago Center for Religion and Science. At ISU, he teaches human anatomy, organic evolution, and primate studies. He is presently investigating the dynamics of the hominoid foot and the emergence of human bipedalism. Paleontological field experience has taken him to Argentina, Colombia, and the Intermountain West.<br>-Trent D. Stephens, Ph.D., is professor of anatomy and embryology at Idaho State University. His degrees are from Brigham Young University and the University of Pennsylvania. He taught anatomy for four years in the University of Washington’s Medical School and has been teaching anatomy and embryology at Idaho State University since 1981 where he was honored as its Distinguished Teacher (1992), as the Sigma Xi Jerome Bigalow Award recipient for combining teaching and research (1992), and as an Outstanding Researcher (2000). Trent’s research investigates the developmental origins of vertebrate form and the mechanism of the drug thalidomide in causing birth defects. He has published more than eighty scientific papers and books, including several leading textbooks for anatomy and physiology. Trent and Kathleen have five children and ten grandchildren.<br><br>Hardcover, 140 pages, ISBN: 978-1-58958-048-0","DNA med.jpg","29.9500",NULL,NULL,NULL,"Scripture","Meldrum, D. Jeffrey and Stephens"
